transaction_id,account_id,transaction_type,transaction_amount,transaction_date,transaction_mode,merchant_category
T00204,A0156,DEBIT,102272.23,2024-02-08,ATM,Fuel
T07243,A0329,DEBIT,198862.87,2025-11-08,ATM,Retail
T08482,A0195,CREDIT,285520.99,2024-06-02,Mobile Banking,Healthcare
T03398,A0097,DEBIT,452720.23,2025-12-18,Credit Card,Utilities
T02558,A0436,DEBIT,499987.47,2025-02-01,ATM,Retail
T07174,A0301,DEBIT,36314.98,2024-05-22,Mobile Banking,Grocery
T00116,A0108,DEBIT,438065.13,2026-07-21,UPI,Entertainment
T06714,A0267,CREDIT,336585.54,2026-06-21,Debit Card,Grocery
T05651,A0211,DEBIT,339389.62,2024-03-12,Debit Card,Education
T07246,A0418,CREDIT,160933.63,2025-06-24,UPI,Education
T02838,A0054,CREDIT,189868.87,2026-05-21,Debit Card,Fuel
T04359,A0388,DEBIT,499728.53,2026-06-09,Net Banking,Utilities
T02455,A0282,DEBIT,288261.23,2026-06-27,UPI,Fuel
T01723,A0548,DEBIT,117686.07,2025-09-30,Net Banking,Education
T06710,A0084,CREDIT,17024.51,2023-08-19,Credit Card,Education
T09211,A0481,CREDIT,296485.94,2024-11-07,Debit Card,Utilities
T03919,A0263,DEBIT,233687.36,2024-04-21,Net Banking,Fuel
T00778,A0239,CREDIT,383727.5,2024-09-15,Credit Card,Restaurant
T01037,A0544,CREDIT,400149.97,2025-01-06,Net Banking,Travel
T07022,A0318,CREDIT,236091.25,2025-02-27,Mobile Banking,Restaurant
T02277,A0159,CREDIT,268327.1,2026-03-21,Debit Card,Retail
T05982,A0560,CREDIT,133958.58,2024-07-16,ATM,Restaurant
T01546,A0149,CREDIT,133911.13,2025-01-14,Net Banking,Restaurant
T01880,A0273,CREDIT,116726.11,2024-06-27,Debit Card,Healthcare
T08665,A0072,CREDIT,178455.45,2025-09-01,Credit Card,Education
T09242,A0318,DEBIT,485323.05,2024-03-23,Mobile Banking,Restaurant
T05108,A0446,DEBIT,179892.26,2026-04-02,UPI,Grocery
T07935,A0147,DEBIT,247362.3,2024-02-03,Debit Card,Retail
T01193,A0280,DEBIT,329739.32,2024-12-06,Net Banking,Retail
T07996,A0356,CREDIT,319529.24,2026-08-27,Debit Card,Healthcare
T08639,A0047,DEBIT,69559.69,2026-02-18,UPI,Fuel
,A0404,DEBIT,21795.13,2024-03-01,Debit Card,Entertainment
T06253,A0012,CREDIT,124840.47,2024-05-18,Net Banking,Retail
T05789,A0194,DEBIT,140973.77,2026-05-11,Credit Card,Entertainment
T04706,A0076,DEBIT,159068.65,2025-11-20,UPI,Grocery
T04318,A0490,CREDIT,421385.17,2024-11-28,UPI,Entertainment
T04147,A0110,CREDIT,196652.89,2025-09-21,Debit Card,Online Shopping
T03304,A0299,DEBIT,90723.44,2024-08-15,UPI,Utilities
T05414,A0346,DEBIT,155061.32,2026-08-06,UPI,Restaurant
T05161,A0440,CREDIT,201011.21,2024-12-30,Mobile Banking,Fuel
T07286,A0183,DEBIT,21969.66,2024-01-14,Net Banking,Retail
T05165,A0515,DEBIT,434200.75,2024-02-10,Mobile Banking,Travel
T00025,A0460,DEBIT,286260.4,2024-01-06,Credit Card,Utilities
T03229,A0040,CREDIT,264865.46,2026-04-30,Credit Card,Healthcare
T07743,A0381,DEBIT,331928.97,2025-09-23,ATM,Grocery
T02386,A0410,DEBIT,276483.19,2026-07-12,UPI,Retail
T08759,A0232,CREDIT,138451.53,2024-01-08,UPI,Restaurant
T08555,A0218,DEBIT,274567.39,2026-06-11,Credit Card,Grocery
T03253,A0444,DEBIT,173999.26,2025-11-10,Credit Card,Travel
T01394,A0235,CREDIT,353581.56,2024-06-11,UPI,Fuel
T02176,A0026,DEBIT,398336.65,2026-06-15,Mobile Banking,Grocery
T05356,A0297,DEBIT,474042.83,2024-09-21,Debit Card,Healthcare
T00482,A0182,CREDIT,271427.16,2025-01-25,Debit Card,Healthcare
T08250,A0227,CREDIT,17842.55,2025-04-15,Credit Card,Travel
T04289,A0305,DEBIT,156385.21,2025-12-01,Mobile Banking,Restaurant
T01386,A0387,CREDIT,394056.17,2024-07-31,ATM,Utilities
T02172,A0146,CREDIT,39792.47,2026-01-17,Net Banking,Entertainment
T01875,A0305,DEBIT,464637.59,2025-02-08,Net Banking,Education
T09772,A0112,CREDIT,37066.35,2023-02-17,Telegram,Grocery
T01486,A0295,CREDIT,427631.42,2026-08-05,Credit Card,Education
T07512,A0443,DEBIT,42039.94,2025-12-28,Credit Card,Grocery
T04280,A0470,DEBIT,340411.28,2024-03-13,ATM,Education
T03163,A0416,DEBIT,211680.02,2024-05-11,Debit Card,Entertainment
T05506,A0183,DEBIT,348977.21,2025-07-13,ATM,Grocery
T09359,A0083,DEBIT,172435.37,2024-12-31,Debit Card,Restaurant
T04940,A0249,CREDIT,334148.01,2025-03-06,UPI,Education
T01474,A0207,CREDIT,73988.14,2025-11-27,Mobile Banking,Education
T09609,A9999,CREDIT,38008.96,2025-09-08,ATM,Retail
T08860,A0136,CREDIT,146607.43,2024-03-14,Mobile Banking,Travel
T06324,A0482,DEBIT,178892.27,2026-05-08,Credit Card,Restaurant
T06235,A0064,DEBIT,323650.73,2025-06-22,ATM,Retail
T07582,A0356,DEBIT,376810.79,2025-06-04,ATM,Travel
T03734,A0285,DEBIT,340236.51,2025-09-30,Net Banking,Healthcare
T02956,A0141,CREDIT,159579.48,2026-02-04,Net Banking,Fuel
T00234,A0408,DEBIT,3309.51,2024-06-21,Credit Card,Retail
T04505,A0496,CREDIT,5771.46,2025-11-01,ATM,Education
T01715,A0490,CREDIT,201389.4,2026-08-18,Credit Card,Travel
T01041,A0400,DEBIT,446882.87,2025-04-24,Debit Card,Grocery
T07109,A0234,DEBIT,207011.16,2026-08-30,Net Banking,Fuel
,A0022,DEBIT,15730.85,2024-10-10,Credit Card,Online Shopping
T03847,A0170,DEBIT,103083.73,2024-04-12,Credit Card,Restaurant
T07618,A0246,DEBIT,155434.88,2026-06-12,ATM,Restaurant
T09781,A0202,CREDIT,20326.37,2024-09-05,Telegram,Travel
T01442,A0372,DEBIT,371287.53,2025-03-05,Net Banking,Utilities
T07750,A0223,DEBIT,253064.19,2026-08-26,UPI,Entertainment
T03981,A0044,CREDIT,361081.15,2026-08-31,ATM,Grocery
T06028,A0232,CREDIT,67052.82,2024-05-11,Debit Card,Entertainment
T03131,A0194,DEBIT,188618.08,2025-04-15,UPI,Fuel
T03215,A0518,CREDIT,496738.58,2024-04-22,ATM,Healthcare
T07708,A0395,CREDIT,161663.3,2025-01-04,Credit Card,Online Shopping
T02222,A0545,DEBIT,203051.12,2025-08-02,Net Banking,Entertainment
T08095,A0301,CREDIT,38312.75,2026-08-19,Net Banking,Online Shopping
T01073,A0272,DEBIT,175361.89,2026-04-05,Credit Card,Utilities
T02045,A0517,DEBIT,280931.01,2024-12-01,Mobile Banking,Restaurant
T03920,A0086,DEBIT,18598.79,2026-01-05,Mobile Banking,Travel
T07818,A0113,CREDIT,209118.57,2025-02-09,Mobile Banking,Utilities
T04860,A0022,CREDIT,314179.83,2025-03-22,UPI,Entertainment
T08755,A0240,CREDIT,137087.48,2024-10-29,Debit Card,Healthcare
T03838,A0514,DEBIT,368957.72,2024-06-23,UPI,Utilities
T03589,A0213,DEBIT,131039.75,2024-01-28,Debit Card,Healthcare
T08227,A0114,DEBIT,98840.57,2024-06-20,Credit Card,Education
T09453,A0259,CREDIT,467890.25,2024-04-11,UPI,Entertainment
T01181,A0426,CREDIT,266199.36,2025-09-25,Credit Card,Grocery
T02063,A0110,CREDIT,246742.92,2025-12-17,Debit Card,Retail
T09464,A0415,DEBIT,310798.03,2024-11-02,UPI,Fuel
T03795,A0199,DEBIT,4659.84,2024-10-13,Credit Card,Fuel
T08147,A0095,DEBIT,185354.51,2026-07-09,Net Banking,Retail
T05628,A0328,CREDIT,418594.58,2025-07-10,Debit Card,Online Shopping
T05191,A0434,DEBIT,367801.42,2026-07-28,Debit Card,Online Shopping
T05393,A0050,CREDIT,406345.21,2024-01-05,ATM,Entertainment
T06611,A0003,DEBIT,81981.87,2024-11-18,ATM,Grocery
T02607,A0475,CREDIT,1360.47,2025-11-15,Credit Card,Travel
T02978,A0051,CREDIT,485287.53,2026-02-02,Mobile Banking,Entertainment
T04735,A0303,CREDIT,79152.73,2026-07-07,Debit Card,Entertainment
T08858,A0215,DEBIT,385837.41,2024-12-04,UPI,Education
T02656,A0505,DEBIT,403609.28,2024-05-17,ATM,Fuel
T00264,A0115,CREDIT,170184.9,2025-08-29,ATM,Online Shopping
T05585,A0066,DEBIT,298900.87,2025-12-17,Mobile Banking,Retail
T03095,A0524,DEBIT,431139.88,2026-03-12,Mobile Banking,Travel
T06040,A0297,DEBIT,373090.61,2025-03-31,Mobile Banking,Entertainment
T00385,A0017,CREDIT,361328.84,2025-12-05,Credit Card,Restaurant
T00789,A0381,DEBIT,236107.81,2024-08-03,Debit Card,Grocery
T01184,A0391,DEBIT,189746.94,2024-06-23,UPI,Fuel
T04136,A0107,CREDIT,471939.72,2026-05-25,Net Banking,Online Shopping
T07102,A0293,CREDIT,343530.65,2026-03-19,Debit Card,Restaurant
T00853,A0475,CREDIT,381551.78,2024-04-08,Credit Card,Grocery
T09264,A0275,DEBIT,171542.5,2025-10-27,UPI,Online Shopping
,A0488,CREDIT,31615.92,2023-05-30,ATM,Healthcare
T04275,A0422,CREDIT,221131.74,2024-09-13,Debit Card,Online Shopping
T05102,A0079,CREDIT,220804.29,2026-03-03,Debit Card,Online Shopping
T08116,A0465,CREDIT,384349.81,2025-03-31,ATM,Retail
T04814,A0416,CREDIT,181723.39,2024-01-29,UPI,Online Shopping
T06385,A0107,CREDIT,105643.49,2026-04-22,Mobile Banking,Grocery
T01101,A0142,DEBIT,91576.5,2024-11-14,Debit Card,Grocery
T03875,A0020,CREDIT,230112.66,2025-09-22,Mobile Banking,Retail
T03536,A0305,DEBIT,23194.35,2025-11-26,ATM,Education
T02170,A0232,CREDIT,480529.17,2025-11-28,UPI,Retail
,A0530,DEBIT,35588.82,2024-03-12,Credit Card,Grocery
T00164,A0429,DEBIT,371597.06,2025-02-02,ATM,Grocery
T07132,A0308,CREDIT,474802.58,2026-07-02,UPI,Utilities
T00323,A0059,CREDIT,371730.39,2025-07-21,Credit Card,Retail
T02246,A0254,DEBIT,486190.08,2026-02-10,Debit Card,Restaurant
T09174,A0063,DEBIT,434922.41,2026-08-23,ATM,Utilities
T08484,A0432,DEBIT,131795.9,2026-08-16,Net Banking,Online Shopping
T05127,A0141,CREDIT,51260.27,2025-02-16,Net Banking,Grocery
T00558,A0363,DEBIT,106111.81,2025-02-10,Net Banking,Healthcare
T05466,A0228,DEBIT,464649.52,2026-04-19,UPI,Fuel
T02843,A0164,DEBIT,75196.3,2024-06-18,Net Banking,Healthcare
T05691,A0440,DEBIT,422847.8,2026-07-02,Debit Card,Education
T04303,A0531,DEBIT,24658.35,2023-08-15,ATM,Entertainment
T02570,A0526,DEBIT,298272.11,2026-02-24,Debit Card,Retail
T04455,A0410,DEBIT,116500.05,2025-02-04,Debit Card,Healthcare
T02705,A0554,CREDIT,80116.65,2025-08-09,UPI,Healthcare
T01708,A0095,DEBIT,447143.69,2025-08-26,Net Banking,Grocery
T01797,A0148,CREDIT,448363.61,2024-11-28,Mobile Banking,Utilities
T04756,A0428,CREDIT,383645.57,2024-11-03,Net Banking,Education
T08206,A0260,DEBIT,393368.03,2025-09-01,Credit Card,Utilities
T05967,A0065,DEBIT,43787.51,2026-03-30,Net Banking,Entertainment
T03725,A0412,DEBIT,38342.74,2026-01-17,Debit Card,Entertainment
T08530,A0497,DEBIT,237463.18,2024-10-31,Debit Card,Entertainment
T05656,A0161,CREDIT,466279.46,2026-07-15,Credit Card,Restaurant
T02614,A0053,DEBIT,305689.26,2026-08-31,Net Banking,Healthcare
T07976,A0219,CREDIT,222377.72,2024-11-23,ATM,Restaurant
T07041,A0193,DEBIT,320346.97,2025-12-23,ATM,Healthcare
T05823,A0369,DEBIT,50220.84,2026-04-28,Net Banking,Fuel
T00725,A0531,DEBIT,142700.07,2025-01-28,Debit Card,Grocery
T06552,A0425,CREDIT,390202.16,2026-02-17,Credit Card,Utilities
T03698,A0433,CREDIT,126939.34,2025-11-27,Debit Card,Travel
T09194,A0344,DEBIT,468884.04,2026-04-24,Credit Card,Retail
T03667,A0383,DEBIT,439581.06,2026-08-01,Credit Card,Retail
T01941,A0269,CREDIT,7276.1,2026-03-20,Debit Card,Utilities
T00335,A0110,CREDIT,174925.88,2026-01-09,ATM,Healthcare
T04977,A0044,CREDIT,145990.48,2024-03-30,Mobile Banking,Education
T07763,A0011,CREDIT,201231.52,2024-05-13,ATM,Healthcare
T04841,A0363,CREDIT,137610.61,2025-03-29,Debit Card,Utilities
T00591,A0052,DEBIT,68945.62,2026-06-18,Debit Card,Education
T03410,A0517,DEBIT,99289.92,2026-03-09,Net Banking,Retail
T03797,A0016,CREDIT,254518.97,2024-07-31,Debit Card,Online Shopping
T06791,A0474,CREDIT,418196.61,2026-03-20,UPI,Utilities
T01646,A0134,DEBIT,470339.8,2024-02-13,Debit Card,Retail
T07648,A0091,CREDIT,50206.19,2024-12-11,Debit Card,Healthcare
T00368,A0352,DEBIT,362702.79,2026-02-18,ATM,Education
T06059,A0305,CREDIT,426755.07,2026-08-30,Debit Card,Online Shopping
T06601,A0547,DEBIT,443803.31,2025-01-28,Debit Card,Fuel
T04394,A0568,DEBIT,298267.5,2026-04-18,ATM,Online Shopping
T06538,A0493,CREDIT,41805.35,2026-06-25,UPI,Online Shopping
T09559,,CREDIT,30992.5,2023-02-19,UPI,Travel
T01898,A0434,CREDIT,231733.2,2026-02-09,Credit Card,Fuel
T07038,A0516,DEBIT,201406.94,2024-08-07,Credit Card,Education
T02286,A0323,CREDIT,449332.64,2024-02-28,ATM,Restaurant
T03902,A0010,DEBIT,26440.11,2025-10-08,Mobile Banking,Entertainment
T01556,A0247,DEBIT,246625.96,2025-03-17,Net Banking,Retail
T09788,A0395,DEBIT,25785.89,2026-01-08,Telegram,Retail
T04747,A0284,CREDIT,140590.6,2024-02-01,Net Banking,Entertainment
T03520,A0489,DEBIT,172075.61,2025-01-01,Debit Card,Travel
T09424,A0265,DEBIT,436833.38,2024-09-28,Mobile Banking,Utilities
T07258,A0263,CREDIT,311475.99,2026-06-06,Mobile Banking,Restaurant
,A0560,CREDIT,23056.34,2024-09-20,ATM,Education
T01465,A0566,DEBIT,468724.36,2024-08-02,Credit Card,Retail
T07767,A0366,DEBIT,313573.4,2024-03-10,Credit Card,Education
T01357,A0526,CREDIT,156594.51,2026-07-16,Debit Card,Travel
T03648,A0553,CREDIT,448637.71,2025-04-23,UPI,Utilities
T03751,A0568,DEBIT,165213.01,2026-04-07,Net Banking,Online Shopping
T01966,A0202,CREDIT,55790.69,2026-08-25,ATM,Grocery
T06315,A0451,CREDIT,37274.08,2025-11-19,ATM,Entertainment
T00875,A0038,DEBIT,124388.5,2024-03-27,Net Banking,Online Shopping
T08009,A0269,DEBIT,478717.98,2025-05-26,Net Banking,Utilities
T03452,A0226,CREDIT,496754.74,2026-06-02,UPI,Retail
T07282,A0100,DEBIT,162963.85,2026-02-05,Debit Card,Retail
T08803,A0069,DEBIT,458596.48,2025-04-13,Debit Card,Grocery
T08397,A0325,DEBIT,389456.06,2025-03-22,ATM,Travel
T04269,A0557,DEBIT,33796.74,2026-06-29,Debit Card,Grocery
T09153,A0035,CREDIT,208257.94,2024-11-29,Credit Card,Fuel
T04198,A0561,CREDIT,439405.35,2024-01-22,Credit Card,Travel
T04368,A0454,DEBIT,226560.55,2024-06-04,Mobile Banking,Restaurant
T00057,A0328,CREDIT,206470.12,2024-11-27,Debit Card,Healthcare
T00002,A0155,CREDIT,353231.82,2026-08-06,Credit Card,Entertainment
T08733,A0425,DEBIT,300529.75,2024-05-05,Mobile Banking,Utilities
T05575,A0508,DEBIT,382360.33,2025-08-06,UPI,Utilities
T07886,A0211,CREDIT,84228.97,2024-04-13,UPI,Restaurant
T08072,A0510,CREDIT,111559.97,2026-08-01,Debit Card,Education
T02458,A0213,CREDIT,411574.01,2025-01-17,UPI,Utilities
T01980,A0497,CREDIT,16853.85,2025-07-07,Net Banking,Travel
T06797,A0444,DEBIT,28933.97,2025-08-13,UPI,Restaurant
T02798,A0097,DEBIT,111142.28,2025-06-01,Net Banking,Restaurant
T07032,A0102,CREDIT,170396.16,2026-03-29,Mobile Banking,Grocery
T06753,A0324,DEBIT,83056.87,2026-08-08,Debit Card,Entertainment
T01088,A0549,DEBIT,52493.33,2026-04-26,Net Banking,Travel
T05241,A0078,DEBIT,132462.71,2025-10-24,Credit Card,Entertainment
T04304,A0548,CREDIT,194013.31,2024-06-09,ATM,Travel
T09789,A0194,CREDIT,7197.73,2025-08-01,Telegram,Entertainment
T03294,A0491,DEBIT,308021.01,2024-06-13,Mobile Banking,Fuel
,A0483,DEBIT,7299.02,2023-03-24,UPI,Education
T08352,A0457,DEBIT,419453.09,2025-01-10,Credit Card,Grocery
T05622,A0492,CREDIT,310620.67,2025-07-30,Mobile Banking,Healthcare
T02968,A0434,DEBIT,404500.76,2024-11-19,Credit Card,Retail
T02233,A0431,DEBIT,197882.05,2024-11-12,Net Banking,Healthcare
T09738,A0377,TRANSFER,657.76,2023-01-19,Mobile Banking,Education
T00063,A0312,DEBIT,223046.53,2026-05-16,Mobile Banking,Education
T00709,A0079,DEBIT,326699.63,2025-09-11,ATM,Entertainment
T00622,A0516,CREDIT,174482.16,2025-12-24,Net Banking,Healthcare
T06838,A0140,DEBIT,116279.47,2024-09-25,Net Banking,Grocery
T09062,A0467,CREDIT,24677.79,2024-11-02,Net Banking,Fuel
T04611,A0265,CREDIT,366247.15,2024-08-20,Debit Card,Online Shopping
T00527,A0068,DEBIT,141878.76,2024-08-05,Net Banking,Travel
T08387,A0319,CREDIT,146248.4,2025-10-03,Credit Card,Online Shopping
T07605,A0351,CREDIT,285078.06,2026-07-24,Mobile Banking,Healthcare
T01097,A0123,CREDIT,306963.84,2025-06-26,Credit Card,Grocery
T03850,A0389,DEBIT,291216.22,2024-02-07,Credit Card,Retail
T06475,A0457,DEBIT,482989.66,2026-07-27,UPI,Restaurant
T02860,A0301,CREDIT,187778.77,2024-05-16,Mobile Banking,Restaurant
T01099,A0031,DEBIT,364360.69,2024-12-05,UPI,Online Shopping
T07486,A0198,DEBIT,41171.96,2024-04-28,Debit Card,Retail
T01887,A0241,DEBIT,342204.65,2026-02-07,Net Banking,Fuel
T07348,A0538,CREDIT,332619.2,2024-09-09,Mobile Banking,Grocery
T02092,A0357,CREDIT,36531.98,2024-08-05,Credit Card,Utilities
T02073,A0356,DEBIT,220133.26,2026-06-30,Net Banking,Utilities
T07816,A0031,DEBIT,326527.78,2025-10-06,ATM,Restaurant
T08203,A0391,DEBIT,386527.5,2026-07-22,Net Banking,Utilities
T08661,A0089,DEBIT,69264.78,2025-12-02,UPI,Utilities
T08022,A0233,DEBIT,250161.44,2025-11-07,Debit Card,Fuel
T05363,A0411,DEBIT,240380.9,2025-02-07,UPI,Education
T04167,A0166,CREDIT,283816.7,2024-04-21,Credit Card,Retail
T06617,A0544,DEBIT,43987.85,2024-01-26,Debit Card,Online Shopping
T03761,A0091,CREDIT,124804.35,2024-12-06,Mobile Banking,Utilities
T08225,A0272,DEBIT,454652.42,2024-12-18,Credit Card,Entertainment
T00361,A0484,DEBIT,454250.14,2024-04-13,Credit Card,Grocery
T00908,A0333,CREDIT,83312.79,2025-10-02,Credit Card,Online Shopping
T00922,A0249,DEBIT,105121.48,2024-04-09,Debit Card,Online Shopping
T08058,A0101,CREDIT,244887.07,2025-05-11,Net Banking,Healthcare
T04326,A0197,CREDIT,131500.19,2026-04-23,Credit Card,Retail
T06061,A0066,CREDIT,326302.18,2026-06-04,Debit Card,Travel
T06279,A0564,DEBIT,244702.51,2026-06-23,Debit Card,Restaurant
T05309,A0333,DEBIT,341417.61,2024-12-12,UPI,Fuel
T05695,A0267,CREDIT,194401.72,2026-06-15,ATM,Grocery
T00798,A0393,DEBIT,287870.29,2026-05-23,Net Banking,Fuel
T04422,A0248,CREDIT,26523.48,2026-05-07,Credit Card,Grocery
T08409,A0171,DEBIT,276498.73,2026-08-11,Credit Card,Education
T07242,A0018,DEBIT,92673.52,2026-01-22,Net Banking,Online Shopping
T00596,A0143,CREDIT,125085.22,2025-03-02,Net Banking,Travel
T08259,A0391,CREDIT,140715.69,2024-07-22,Net Banking,Travel
T00259,A0393,DEBIT,110265.98,2024-09-20,Mobile Banking,Entertainment
T07661,A0052,DEBIT,301065.37,2025-05-09,Net Banking,Grocery
T05048,A0411,DEBIT,217063.66,2025-05-17,Credit Card,Travel
T03348,A0322,DEBIT,306836.17,2025-02-24,Debit Card,Education
T08821,A0407,DEBIT,401761.61,2024-09-11,ATM,Online Shopping
T02048,A0264,DEBIT,478279.29,2026-02-23,UPI,Healthcare
T04159,A0228,DEBIT,156668.0,2026-07-18,Debit Card,Fuel
T07079,A0296,CREDIT,144634.14,2024-01-21,ATM,Healthcare
T05999,A0395,CREDIT,437831.52,2025-12-24,Net Banking,Utilities
T00108,A0191,CREDIT,68922.59,2024-02-15,UPI,Grocery
T03457,A0486,DEBIT,366749.92,2024-12-30,Mobile Banking,Retail
T04557,A0020,CREDIT,137619.76,2025-06-24,Mobile Banking,Restaurant
T01225,A0154,DEBIT,168723.88,2024-01-23,Credit Card,Healthcare
T05531,A0373,CREDIT,89467.2,2024-02-12,Credit Card,Utilities
T07862,A0193,CREDIT,283392.46,2026-07-18,Credit Card,Restaurant
T09774,A0259,CREDIT,4078.07,2024-01-23,Telegram,Fuel
T06442,A0041,DEBIT,301258.83,2026-01-26,UPI,Online Shopping
T08210,A0337,CREDIT,491440.16,2024-06-23,Debit Card,Grocery
T09501,,CREDIT,17207.42,2026-03-16,Net Banking,Entertainment
T03922,A0284,DEBIT,26830.98,2023-04-21,ATM,Grocery
T02537,A0549,DEBIT,127724.1,2025-07-23,Credit Card,Education
T06030,A0371,DEBIT,337258.95,2024-02-19,ATM,Online Shopping
T09161,A0167,CREDIT,270200.04,2024-12-02,ATM,Entertainment
T07520,A0439,CREDIT,396043.23,2024-12-14,Debit Card,Retail
T08721,A0563,CREDIT,377423.3,2024-03-18,Mobile Banking,Entertainment
T01916,A0210,DEBIT,54069.44,2024-08-06,Credit Card,Healthcare
T01382,A0455,DEBIT,75277.73,2026-06-28,Credit Card,Fuel
T00508,A0165,CREDIT,149447.62,2026-07-14,ATM,Fuel
T05939,A0480,CREDIT,219595.37,2024-08-06,Mobile Banking,Utilities
T08336,A0481,CREDIT,383657.03,2024-09-14,Net Banking,Travel
T02052,A0413,CREDIT,342332.72,2024-03-11,Credit Card,Restaurant
T07815,A0477,DEBIT,167779.21,2024-10-03,Debit Card,Education
T06443,A0520,CREDIT,85402.09,2026-07-02,UPI,Healthcare
T06923,A0052,CREDIT,397698.99,2024-08-18,Mobile Banking,Education
T02695,A0476,CREDIT,460803.42,2026-04-05,UPI,Healthcare
T02531,A0324,CREDIT,112402.19,2024-05-13,Credit Card,Healthcare
T08324,A0076,DEBIT,368537.05,2025-04-12,Credit Card,Retail
T09532,,DEBIT,45821.63,2025-10-28,Credit Card,Retail
T09838,A0247,DEBIT,25800.63,bad-date,Net Banking,Fuel
T07448,A0140,CREDIT,229091.42,2026-08-19,Mobile Banking,Retail
T00041,A0493,DEBIT,282925.41,2026-07-10,Debit Card,Healthcare
,A0424,DEBIT,275.51,2026-06-01,Debit Card,Grocery
T08938,A0055,CREDIT,344390.9,2026-07-10,Debit Card,Retail
T02089,A0224,CREDIT,285180.97,2024-10-22,Debit Card,Fuel
T06522,A0510,DEBIT,459669.83,2024-03-26,UPI,Restaurant
T05311,A0449,CREDIT,450638.34,2025-02-04,Credit Card,Fuel
T02104,A0145,DEBIT,185084.99,2025-06-17,ATM,Online Shopping
T02072,A0081,DEBIT,55585.8,2024-08-07,Mobile Banking,Grocery
T08008,A0516,DEBIT,1488.69,2026-06-12,ATM,Healthcare
T02000,A0088,CREDIT,393105.78,2024-10-09,Credit Card,Education
T09402,A0109,DEBIT,131435.36,2024-06-19,Credit Card,Grocery
T07846,A0006,CREDIT,280201.2,2024-08-28,ATM,Entertainment
T00850,A0209,DEBIT,45174.43,2024-09-07,ATM,Education
T04631,A0228,DEBIT,310399.96,2024-06-10,Credit Card,Restaurant
T02707,A0061,CREDIT,415239.54,2026-01-05,Credit Card,Entertainment
T06981,A0382,DEBIT,247719.97,2025-09-14,Debit Card,Fuel
T04832,A0349,DEBIT,254242.22,2025-12-05,Net Banking,Education
T05455,A0315,CREDIT,28803.08,2025-09-25,Credit Card,Retail
T09796,A0428,DEBIT,31819.98,2023-09-10,Telegram,Retail
T09493,A0353,DEBIT,81011.62,2025-02-14,Net Banking,Fuel
T08474,A0379,CREDIT,6608.19,2025-03-17,ATM,Healthcare
T08709,A0554,DEBIT,33902.75,2025-12-16,UPI,Travel
T06394,A0077,DEBIT,421240.78,2024-11-04,Debit Card,Fuel
T07273,A0112,CREDIT,327096.08,2024-10-26,Mobile Banking,Entertainment
T09810,A0127,DEBIT,7886.83,2024-03-06,Telegram,Restaurant
T00424,A0187,DEBIT,371804.61,2026-02-05,Net Banking,Restaurant
T03597,A0387,CREDIT,289546.81,2024-03-24,Net Banking,Entertainment
,A0301,DEBIT,48448.04,2026-04-05,ATM,Entertainment
T05156,A0287,DEBIT,139024.2,2024-06-24,ATM,Utilities
T06606,A0378,CREDIT,498893.93,2024-01-05,Mobile Banking,Retail
T03324,A0295,CREDIT,222024.55,2026-03-12,Mobile Banking,Online Shopping
T02663,A0475,CREDIT,180890.73,2026-04-04,Debit Card,Entertainment
T08585,A0364,DEBIT,183172.23,2024-04-14,ATM,Education
T05004,A0008,CREDIT,444640.75,2024-12-30,Mobile Banking,Healthcare
T03353,A0147,CREDIT,433197.37,2026-02-23,ATM,Entertainment
T09251,A0062,DEBIT,280862.37,2024-09-03,Net Banking,Fuel
T00221,A0504,DEBIT,462852.97,2026-08-20,Credit Card,Utilities
T03342,A0509,DEBIT,171315.01,2024-03-14,Debit Card,Travel
T02654,A0435,CREDIT,160096.64,2024-09-09,Net Banking,Utilities
T08066,A0018,CREDIT,351681.07,2026-06-05,Mobile Banking,Grocery
T06972,A0044,DEBIT,97461.39,2025-03-19,Credit Card,Travel
T03359,A0294,DEBIT,486235.62,2026-01-10,Net Banking,Entertainment
T05050,A0172,CREDIT,18555.73,2026-06-05,UPI,Travel
T05325,A0218,CREDIT,215636.94,2024-09-29,Debit Card,Fuel
T07048,A0526,CREDIT,219961.84,2024-11-15,Net Banking,Fuel
T08880,A0438,CREDIT,237145.61,2026-07-11,Mobile Banking,Travel
T08432,A0529,DEBIT,461798.79,2025-09-03,Credit Card,Retail
T09273,A0047,DEBIT,435409.4,2024-07-25,Mobile Banking,Education
T01430,A0013,CREDIT,97327.27,2025-08-05,ATM,Healthcare
T06321,A0397,CREDIT,103227.58,2026-06-16,UPI,Online Shopping
T06608,A0336,DEBIT,164268.79,2025-05-08,ATM,Education
T01796,A0335,CREDIT,320214.72,2024-08-29,Net Banking,Education
T05699,A0515,DEBIT,121934.13,2025-11-29,Mobile Banking,Retail
T04420,A0259,CREDIT,433207.85,2024-08-25,UPI,Healthcare
T03031,A0365,DEBIT,366254.2,2025-12-01,Net Banking,Healthcare
T03152,A0383,DEBIT,146276.12,2026-04-29,ATM,Grocery
T06899,A0218,CREDIT,66552.27,2025-05-16,Net Banking,Online Shopping
T06252,A0525,CREDIT,52789.55,2025-02-16,Debit Card,Education
T04499,A0313,CREDIT,81464.3,2025-06-22,Net Banking,Retail
